Disease	Disease_name	Orphan	Predicted_MGI	MGI_name	MGI_entrez	Genetic_location	Human	score
OMIM:615091	autistic disorder	No	MGI:2663985	KiSS-1 metastasis-suppressor	280287	Chr1 57.91 cM		0.78
OMIM:615091	autistic disorder	No	MGI:1277215	Bardet-Biedl syndrome 1 (human)	52028	Chr19 4.14 cM		0.77
OMIM:615091	autistic disorder	No	MGI:3040886					0.76
OMIM:615091	autistic disorder	No	MGI:98331	synaptosomal-associated protein 25	20614	Chr2 67.56 cM		0.75
OMIM:615091	autistic disorder	No	MGI:107489	phosphate regulating endopeptidase homolog, X-linked	18675	ChrX 72.38 cM		0.74
OMIM:615091	autistic disorder	No	MGI:99928	Janus kinase 3	16453	Chr8 34.43 cM		0.73
OMIM:615091	autistic disorder	No	MGI:5824304					0.72
OMIM:615091	autistic disorder	No	MGI:3692454					0.71
OMIM:615091	autistic disorder	No	MGI:98736	thrombomodulin	21824	Chr2 73.45 cM		0.7
OMIM:615091	autistic disorder	No	MGI:3525178					0.69
OMIM:615091	autistic disorder	No	MGI:4439282					0.68
OMIM:615091	autistic disorder	No	MGI:103177	myelin protein zero	17528	Chr1 79.05 cM		0.67
OMIM:615091	autistic disorder	No	MGI:5621171					0.66
OMIM:615091	autistic disorder	No	MGI:4358721					0.65
OMIM:615091	autistic disorder	No	MGI:109344	EYA transcriptional coactivator and phosphatase 1	14048	Chr1 4.31 cM		0.64
OMIM:615091	autistic disorder	No	MGI:3640476					0.63
OMIM:615091	autistic disorder	No	MGI:1196251	castor zinc finger 1	69743	Chr4 78.87 cM		0.62
OMIM:615091	autistic disorder	No	MGI:97370	ectonucleotide pyrophosphatase/phosphodiesterase 1	18605	Chr10 12.26 cM		0.61
OMIM:615091	autistic disorder	No	MGI:103302	bone morphogenetic protein 7	12162	Chr2 95.54 cM		0.6
OMIM:615091	autistic disorder	No	MGI:1890646	NIMA (never in mitosis gene a)-related expressed kinase 8	140859	Chr11 46.74 cM		0.59
OMIM:615091	autistic disorder	No	MGI:87912	activin receptor IIB	11481	Chr9 71.33 cM		0.58
OMIM:615091	autistic disorder	No	MGI:5319633					0.57
OMIM:615091	autistic disorder	No	MGI:2446176	eukaryotic translation initiation factor 2B, subunit 5 epsilon	224045	Chr16 12.45 cM		0.56
OMIM:615091	autistic disorder	No	MGI:1919127	EF-hand domain (C-terminal) containing 1	71877	Chr1 6.5 cM		0.55
OMIM:615091	autistic disorder	No	MGI:1313268	chordin	12667	Chr16 12.51 cM		0.54
OMIM:615091	autistic disorder	No	MGI:3621155					0.53
OMIM:615091	autistic disorder	No	MGI:94909	dystrophin, muscular dystrophy	13405	ChrX 38.38 cM		0.52
OMIM:615091	autistic disorder	No	MGI:1315202	slit guidance ligand 3	20564	Chr11 20.29 cM		0.51
OMIM:615091	autistic disorder	No	MGI:3584119					0.5
OMIM:615091	autistic disorder	No	MGI:1098280	CREB binding protein	12914	Chr16 2.4 cM		0.49
OMIM:615091	autistic disorder	No	MGI:109484	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide	22631	Chr15 14.56 cM		0.48
OMIM:615091	autistic disorder	No	MGI:1202306	hypocretin	15171	Chr11 63.6 cM		0.47
OMIM:615091	autistic disorder	No	MGI:3040270					0.46
OMIM:615091	autistic disorder	No	MGI:5523234					0.45
OMIM:615091	autistic disorder	No	MGI:1923928	transmembrane protein 67	329795	Chr4 5.56 cM		0.44
OMIM:615091	autistic disorder	No	MGI:2450757	USH1 protein network component sans	16470	Chr11 80.84 cM		0.43
OMIM:615091	autistic disorder	No	MGI:5445348					0.42
OMIM:615091	autistic disorder	No	MGI:2443639	coiled-coil domain containing 66	320234	Chr14 16.51 cM		0.41
OMIM:615091	autistic disorder	No	MGI:104556	cyclin-dependent kinase inhibitor 1A (P21)	12575	Chr17 15.12 cM		0.4
OMIM:615091	autistic disorder	No	MGI:3576012					0.39
OMIM:615091	autistic disorder	No	MGI:94906	dystrophia myotonica-protein kinase	13400	Chr7 9.46 cM		0.38
OMIM:615091	autistic disorder	No	MGI:3817469					0.36
OMIM:615091	autistic disorder	No	MGI:88127	beta-2 microglobulin	12010	Chr2 60.55 cM		0.35
OMIM:615106	Cowden disease	No	MGI:97902	ret proto-oncogene	19713	Chr6 55.86 cM		0.78
OMIM:615106	Cowden disease	No	MGI:5315448					0.69
OMIM:615106	Cowden disease	No	MGI:103177	myelin protein zero	17528	Chr1 79.05 cM		0.61
OMIM:615106	Cowden disease	No	MGI:1919163	transmembrane protein 79	71913	Chr3 38.8 cM		0.55
OMIM:615106	Cowden disease	No	MGI:103562	hydroxysteroid 11-beta dehydrogenase 1	15483	Chr1 97.67 cM		0.52
OMIM:615106	Cowden disease	No	MGI:1917560	phospholipid scramblase 3	70310	Chr11 42.9 cM		0.5
OMIM:615106	Cowden disease	No	MGI:94906	dystrophia myotonica-protein kinase	13400	Chr7 9.46 cM		0.49
OMIM:615106	Cowden disease	No	MGI:5910499					0.35
OMIM:615107	Cowden disease	No	MGI:1277124	N-acylsphingosine amidohydrolase 1	11886	Chr8 23.89 cM		0.84
OMIM:615107	Cowden disease	No	MGI:102851	pancreatic and duodenal homeobox 1	18609	Chr5 86.84 cM		0.73
OMIM:615107	Cowden disease	No	MGI:5474458					0.65
OMIM:615107	Cowden disease	No	MGI:1888984	T-box 21	57765	Chr11 60.95 cM		0.64
OMIM:615107	Cowden disease	No	MGI:1338938	bone morphogenetic protein receptor, type 1A	12166	Chr14 20.81 cM		0.58
OMIM:615107	Cowden disease	No	MGI:95524	fibroblast growth factor receptor 3	14184	Chr5 17.83 cM		0.54
OMIM:615107	Cowden disease	No	MGI:2448606					0.48
OMIM:615107	Cowden disease	No	MGI:1347521	receptor tyrosine kinase-like orphan receptor 2	26564	Chr13 27.68 cM		0.41
OMIM:615107	Cowden disease	No	MGI:88467	collagen, type I, alpha 1	12842	Chr11 59.01 cM		0.38
OMIM:615108	Cowden disease	No	MGI:87986	thymoma viral proto-oncogene 1	11651	Chr12 61.2 cM		0.8
OMIM:615108	Cowden disease	No	MGI:1915523	protein O-linked mannose beta 1,2-N-acetylglucosaminyltransferase	68273	Chr4 53.1 cM		0.68
OMIM:615108	Cowden disease	No	MGI:96189	homeobox B8	15416	Chr11 59.82 cM		0.64
OMIM:615108	Cowden disease	No	MGI:1346525	sarcoglycan, delta (dystrophin-associated glycoprotein)	24052	Chr11 28.09 cM		0.6
OMIM:615108	Cowden disease	No	MGI:1342270	LARGE xylosyl- and glucuronyltransferase 1	16795	Chr8 35.08 cM		0.57
OMIM:615108	Cowden disease	No	MGI:96892	LYN proto-oncogene, Src family tyrosine kinase	17096	Chr4 2.05 cM		0.56
OMIM:615108	Cowden disease	No	MGI:5432031					0.46
OMIM:615109	Cowden disease	No	MGI:96395	interferon regulatory factor 8	15900	Chr8 70.05 cM		0.83
OMIM:615109	Cowden disease	No	MGI:4843218					0.82
OMIM:615109	Cowden disease	No	MGI:5763308					0.8
OMIM:615109	Cowden disease	No	MGI:1353568	torsin family 1, member A (torsin A)	30931	Chr2 21.77 cM		0.69
OMIM:615109	Cowden disease	No	MGI:104564	cyclin-dependent kinase inhibitor 1C (P57)	12577	Chr7 88.22 cM		0.62
OMIM:615109	Cowden disease	No	MGI:2138968	CLP1, cleavage and polyadenylation factor I subunit	98985	Chr2 49.45 cM		0.57
OMIM:615109	Cowden disease	No	MGI:4439296					0.45
OMIM:615109	Cowden disease	No	MGI:97306	neurofibromin 1	18015	Chr11 46.74 cM		0.43
OMIM:615109	Cowden disease	No	MGI:87891	cholinergic receptor, nicotinic, beta polypeptide 2 (neuronal)	11444	Chr3 39.19 cM		0.4
OMIM:615112	urofacial syndrome	No	MGI:107718	dynein, axonemal, heavy chain 5	110082	Chr15 10.9 cM		0.79
OMIM:615112	urofacial syndrome	No	MGI:1924836	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like	270685	Chr10 2.06 cM		0.7
OMIM:615112	urofacial syndrome	No	MGI:95819	glutamate receptor, ionotropic, NMDA1 (zeta 1)	14810	Chr2 17.14 cM		0.58
OMIM:615112	urofacial syndrome	No	MGI:2443207	pleckstrin homology domain containing, family M (with RUN domain) member 1	353047	Chr11 67.09 cM		0.51
OMIM:615112	urofacial syndrome	No	MGI:1344313	zinc finger E-box binding homeobox 1	21417	Chr18 4.42 cM		0.5
OMIM:615112	urofacial syndrome	No	MGI:97473	phenylalanine hydroxylase	18478	Chr10 43.64 cM		0.45
OMIM:615112	urofacial syndrome	No	MGI:893598	SH2B adaptor protein 3	16923	Chr5 61.99 cM		0.41
OMIM:615112	urofacial syndrome	No	MGI:95390	engrailed 2	13799	Chr5 13.94 cM		0.38
OMIM:615112	urofacial syndrome	No	MGI:88048					0.36
OMIM:615120	congenital myasthenic syndrome 8	No	MGI:5524077					0.71
OMIM:615120	congenital myasthenic syndrome 8	No	MGI:3040265					0.68
OMIM:615120	congenital myasthenic syndrome 8	No	MGI:5699309					0.66
OMIM:615120	congenital myasthenic syndrome 8	No	MGI:98729	transforming growth factor, beta receptor II	21813	Chr9 68.39 cM		0.59
OMIM:615120	congenital myasthenic syndrome 8	No	MGI:106065	protein phosphatase 1G (formerly 2C), magnesium-dependent, gamma isoform	14208	Chr5 17.27 cM		0.53
OMIM:615120	congenital myasthenic syndrome 8	No	MGI:1338946	activin A receptor, type II-like 1	11482	Chr15 56.41 cM		0.49
OMIM:615120	congenital myasthenic syndrome 8	No	MGI:98834	transformation related protein 53	22059	Chr11 42.83 cM		0.46
OMIM:615120	congenital myasthenic syndrome 8	No	MGI:87961	agrin	11603	Chr4 88.55 cM		0.42
OMIM:615120	congenital myasthenic syndrome 8	No	MGI:5444500					0.35
OMIM:615134	skin melanoma	No	MGI:4366525					0.83
OMIM:615134	skin melanoma	No	MGI:88385	complement component factor h	12628	Chr1 61.62 cM		0.81
OMIM:615134	skin melanoma	No	MGI:98284	serine/arginine-rich splicing factor 2	20382	Chr11 81.49 cM		0.8
OMIM:615134	skin melanoma	No	MGI:97350	NK2 homeobox 5	18091	Chr17 13.6 cM		0.77
OMIM:615134	skin melanoma	No	MGI:95707	growth hormone	14599	Chr11 68.89 cM		0.76
OMIM:615134	skin melanoma	No	MGI:3621127					0.68
OMIM:615134	skin melanoma	No	MGI:6103871					0.67
OMIM:615134	skin melanoma	No	MGI:1096391	neurexin I	18189	Chr17 59.73 cM		0.63
OMIM:615134	skin melanoma	No	MGI:107178	H6 homeobox 1	15371	Chr5 18.14 cM		0.61
OMIM:615134	skin melanoma	No	MGI:5446153					0.6
OMIM:615134	skin melanoma	No	MGI:1918480	dymeclin	69190	Chr18 50.97 cM		0.58
OMIM:615134	skin melanoma	No	MGI:1917560	phospholipid scramblase 3	70310	Chr11 42.9 cM		0.56
OMIM:615134	skin melanoma	No	MGI:1341799	N-myc downstream regulated gene 1	17988	Chr15 29.3 cM		0.54
OMIM:615134	skin melanoma	No	MGI:97364	notch 2	18129	Chr3 42.42 cM		0.49
OMIM:615134	skin melanoma	No	MGI:3038635					0.48
OMIM:615134	skin melanoma	No	MGI:2685847	pejvakin	381375	Chr2 45.08 cM		0.46
OMIM:615134	skin melanoma	No	MGI:3573960					0.45
OMIM:615134	skin melanoma	No	MGI:1889549	thioredoxin interacting protein	56338	Chr3 41.93 cM		0.42
OMIM:615134	skin melanoma	No	MGI:1929699	ADP-ribosylation factor-like 3	56350	Chr19 38.94 cM		0.4
OMIM:615134	skin melanoma	No	MGI:2429765	dedicator of cytokinesis 1	330662	Chr7 79.14 cM		0.39
OMIM:615134	skin melanoma	No	MGI:1926562	guanylate cyclase 1, soluble, alpha 1	60596	Chr3 35.97 cM		0.36
OMIM:615134	skin melanoma	No	MGI:109553	cathepsin C	13032	Chr7 49.11 cM		0.35
OMIM:615135	maple syrup urine disease	No	MGI:1347001	biotinidase	26363	Chr14 19.36 cM		0.84
OMIM:615135	maple syrup urine disease	No	MGI:2153182	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2	140492	Chr18 24.34 cM		0.83
OMIM:615135	maple syrup urine disease	No	MGI:1341292	usherin	22283	Chr1 92.29 cM		0.79
OMIM:615135	maple syrup urine disease	No	MGI:3690007					0.78
OMIM:615135	maple syrup urine disease	No	MGI:2143886	DOT1-like, histone H3 methyltransferase (S. cerevisiae)	208266	Chr10 39.72 cM		0.77
OMIM:615135	maple syrup urine disease	No	MGI:96461					0.76
OMIM:615135	maple syrup urine disease	No	MGI:109128	hepatic nuclear factor 4, alpha	15378	Chr2 84.32 cM		0.75
OMIM:615135	maple syrup urine disease	No	MGI:5800482					0.74
OMIM:615135	maple syrup urine disease	No	MGI:5000262					0.72
OMIM:615135	maple syrup urine disease	No	MGI:5439421	RIKEN cDNA E330023G01 gene	331011			0.65
OMIM:615135	maple syrup urine disease	No	MGI:2671284					0.64
OMIM:615135	maple syrup urine disease	No	MGI:97364	notch 2	18129	Chr3 42.42 cM		0.63
OMIM:615135	maple syrup urine disease	No	MGI:97569	ATP-binding cassette, sub-family B (MDR/TAP), member 4	18670	Chr5 3.43 cM		0.6
OMIM:615135	maple syrup urine disease	No	MGI:5526089					0.59
OMIM:615135	maple syrup urine disease	No	MGI:95786					0.56
OMIM:615135	maple syrup urine disease	No	MGI:3573957					0.55
OMIM:615135	maple syrup urine disease	No	MGI:98246	sodium channel, voltage-gated, type I, alpha	20265	Chr2 39.13 cM		0.51
OMIM:615135	maple syrup urine disease	No	MGI:3039532					0.5
OMIM:615135	maple syrup urine disease	No	MGI:1920563	Rpgrip1-like	244585	Chr8 44.29 cM		0.44
OMIM:615135	maple syrup urine disease	No	MGI:1891012	coagulation factor XII (Hageman factor)	58992	Chr13 30.06 cM		0.41
OMIM:615135	maple syrup urine disease	No	MGI:1338881	suppression of tumorigenicity 14 (colon carcinoma)	19143	Chr9 16.61 cM		0.39
OMIM:615135	maple syrup urine disease	No	MGI:95415	ETS transcription factor	13876	Chr16 56.04 cM		0.36
OMIM:615181	muscular dystrophy-dystroglycanopathy	No	MGI:95559	FMS-like tyrosine kinase 3	14255	Chr5 86.88 cM		0.84
OMIM:615181	muscular dystrophy-dystroglycanopathy	No	MGI:1890220	G protein-coupled receptor 132	56696	Chr12 61.25 cM		0.77
OMIM:615181	muscular dystrophy-dystroglycanopathy	No	MGI:1344412	LIM domain binding 3	24131	Chr14 20.83 cM		0.75
OMIM:615181	muscular dystrophy-dystroglycanopathy	No	MGI:1928480	acid phosphatase, prostate	56318	Chr9 56.61 cM		0.74
OMIM:615181	muscular dystrophy-dystroglycanopathy	No	MGI:98359	SRY (sex determining region Y)-box 11	20666	Chr12 9.95 cM		0.7
OMIM:615181	muscular dystrophy-dystroglycanopathy	No	MGI:891996	carbamoyl-phosphate synthetase 1	227231	Chr1 33.75 cM		0.68
OMIM:615181	muscular dystrophy-dystroglycanopathy	No	MGI:99140					0.67
OMIM:615181	muscular dystrophy-dystroglycanopathy	No	MGI:88456	collagen, type IV, alpha 5	12830	ChrX 62.16 cM		0.65
OMIM:615181	muscular dystrophy-dystroglycanopathy	No	MGI:1261831	huntingtin-associated protein 1	15114	Chr11 63.47 cM		0.64
OMIM:615181	muscular dystrophy-dystroglycanopathy	No	MGI:1355272	casein kinase 1, delta	104318	Chr11 84.75 cM		0.63
OMIM:615181	muscular dystrophy-dystroglycanopathy	No	MGI:95390	engrailed 2	13799	Chr5 13.94 cM		0.61
OMIM:615181	muscular dystrophy-dystroglycanopathy	No	MGI:109337	breast cancer 2, early onset	12190	Chr5 89.52 cM		0.59
OMIM:615181	muscular dystrophy-dystroglycanopathy	No	MGI:5000263					0.58
OMIM:615181	muscular dystrophy-dystroglycanopathy	No	MGI:102548	tuberous sclerosis 2	22084	Chr17 12.41 cM		0.57
OMIM:615181	muscular dystrophy-dystroglycanopathy	No	MGI:4849841					0.56
OMIM:615181	muscular dystrophy-dystroglycanopathy	No	MGI:1353656	solute carrier family 7 (cationic amino acid transporter, y+ system), member 9	30962	Chr7 21.37 cM		0.54
OMIM:615181	muscular dystrophy-dystroglycanopathy	No	MGI:101785	myeloblastosis oncogene-like 2	17865	Chr2 84 cM		0.53
OMIM:615181	muscular dystrophy-dystroglycanopathy	No	MGI:4818260					0.52
OMIM:615181	muscular dystrophy-dystroglycanopathy	No	MGI:2159324	ceroid-lipofuscinosis, neuronal 6	76524	Chr9 33.89 cM		0.48
OMIM:615181	muscular dystrophy-dystroglycanopathy	No	MGI:1270854	glucokinase	103988	Chr11 3.88 cM		0.47
OMIM:615181	muscular dystrophy-dystroglycanopathy	No	MGI:2686798					0.46
OMIM:615181	muscular dystrophy-dystroglycanopathy	No	MGI:1927578	sphingomyelin phosphodiesterase 3, neutral	58994	Chr8 53.12 cM		0.44
OMIM:615181	muscular dystrophy-dystroglycanopathy	No	MGI:1338881	suppression of tumorigenicity 14 (colon carcinoma)	19143	Chr9 16.61 cM		0.43
OMIM:615181	muscular dystrophy-dystroglycanopathy	No	MGI:2684894	NHS actin remodeling regulator	195727	ChrX 74.17 cM		0.42
OMIM:615181	muscular dystrophy-dystroglycanopathy	No	MGI:1347487	forkhead box M1	14235	Chr6 62.98 cM		0.39
OMIM:615181	muscular dystrophy-dystroglycanopathy	No	MGI:107527	lymphocyte antigen 6 complex, locus A	110454	Chr15 34.29 cM		0.36
OMIM:615188	cataract 39 multiple types	No	MGI:1100508	potassium inwardly-rectifying channel, subfamily J, member 8	16523	Chr6 74.31 cM		0.84
OMIM:615188	cataract 39 multiple types	No	MGI:95709	growth hormone releasing hormone	14601	Chr2 78.25 cM		0.81
OMIM:615188	cataract 39 multiple types	No	MGI:107537	ceroid lipofuscinosis, neuronal 3, juvenile (Batten, Spielmeyer-Vogt disease)	12752	Chr7 69.16 cM		0.62
OMIM:615188	cataract 39 multiple types	No	MGI:1341817	leucine rich repeat containing G protein coupled receptor 5	14160	Chr10 63.51 cM		0.57
OMIM:615188	cataract 39 multiple types	No	MGI:88522	crystallin, gamma B	12965	Chr1 32.82 cM		0.47
OMIM:615188	cataract 39 multiple types	No	MGI:101762	ELK3, member of ETS oncogene family	13713	Chr10 48.04 cM		0.46
OMIM:615188	cataract 39 multiple types	No	MGI:3039780					0.37
OMIM:615188	cataract 39 multiple types	No	MGI:3720793					0.35
OMIM:615190		No	MGI:4429400					0.79
OMIM:615190		No	MGI:5563664					0.78
OMIM:615190		No	MGI:2384968	L-2-hydroxyglutarate dehydrogenase	217666	Chr12 28.94 cM		0.77
OMIM:615190		No	MGI:1336209	trafficking protein particle complex 10	216131	Chr10 39.72 cM		0.73
OMIM:615190		No	MGI:5289951					0.71
OMIM:615190		No	MGI:106633	paired-like homeobox 2a	11859	Chr7 54.66 cM		0.7
OMIM:615190		No	MGI:2450863					0.66
OMIM:615190		No	MGI:4438487					0.62
OMIM:615190		No	MGI:5575506					0.61
OMIM:615190		No	MGI:96647	jun B proto-oncogene	16477	Chr8 41.41 cM		0.59
OMIM:615190		No	MGI:1351338	glutamate receptor, metabotropic 1	14816	Chr10 3.44 cM		0.58
OMIM:615190		No	MGI:95758	solute carrier family 2 (facilitated glucose transporter), member 4	20528	Chr11 42.93 cM		0.5
OMIM:615190		No	MGI:2385505					0.49
OMIM:615190		No	MGI:3797603					0.48
OMIM:615190		No	MGI:1270854	glucokinase	103988	Chr11 3.88 cM		0.43
OMIM:615190		No	MGI:5583015					0.41
OMIM:615190		No	MGI:3040315					0.4
OMIM:615190		No	MGI:97902	ret proto-oncogene	19713	Chr6 55.86 cM		0.38
OMIM:615190		No	MGI:5634089					0.35
OMIM:615191	lissencephaly	No	MGI:5644689					0.83
OMIM:615191	lissencephaly	No	MGI:3603404					0.82
OMIM:615191	lissencephaly	No	MGI:5806500					0.81
OMIM:615191	lissencephaly	No	MGI:1926370					0.8
OMIM:615191	lissencephaly	No	MGI:107444	ephrin A5	13640	Chr17 32.57 cM		0.78
OMIM:615191	lissencephaly	No	MGI:1351625	nibrin	27354	Chr4 6.66 cM		0.74
OMIM:615191	lissencephaly	No	MGI:1298218	low density lipoprotein receptor-related protein 6	16974	Chr6 65.37 cM		0.7
OMIM:615191	lissencephaly	No	MGI:2386848	cytochrome b5 reductase 4	266690	Chr9 46.69 cM		0.69
OMIM:615191	lissencephaly	No	MGI:1335098	ligase IV, DNA, ATP-dependent	319583	Chr8 4.52 cM		0.68
OMIM:615191	lissencephaly	No	MGI:5804123					0.67
OMIM:615191	lissencephaly	No	MGI:1098280	CREB binding protein	12914	Chr16 2.4 cM		0.66
OMIM:615191	lissencephaly	No	MGI:109571	tubby like protein 1	22157	Chr17 14.66 cM		0.64
OMIM:615191	lissencephaly	No	MGI:97138	MpV17 mitochondrial inner membrane protein	17527	Chr5 17.12 cM		0.62
OMIM:615191	lissencephaly	No	MGI:2448567	chromodomain helicase DNA binding protein 2	244059	Chr7 41.85 cM		0.61
OMIM:615191	lissencephaly	No	MGI:2677647					0.59
OMIM:615191	lissencephaly	No	MGI:95522	fibroblast growth factor receptor 1	14182	Chr8 14.12 cM		0.55
OMIM:615191	lissencephaly	No	MGI:5897171					0.54
OMIM:615191	lissencephaly	No	MGI:1347487	forkhead box M1	14235	Chr6 62.98 cM		0.52
OMIM:615191	lissencephaly	No	MGI:96828	low density lipoprotein receptor-related protein 1	16971	Chr10 74.52 cM		0.48
OMIM:615191	lissencephaly	No	MGI:1096875	WD repeat and FYVE domain containing 3	72145	Chr5 48.95 cM		0.46
OMIM:615191	lissencephaly	No	MGI:4367597					0.45
OMIM:615191	lissencephaly	No	MGI:88515	crystallin, alpha A	12954	Chr17 17.09 cM		0.44
OMIM:615191	lissencephaly	No	MGI:1270854	glucokinase	103988	Chr11 3.88 cM		0.42
OMIM:615191	lissencephaly	No	MGI:5523457					0.4
OMIM:615191	lissencephaly	No	MGI:96680	Kirsten rat sarcoma viral oncogene homolog	16653	Chr6 77.37 cM		0.39
OMIM:615191	lissencephaly	No	MGI:4819714					0.38
OMIM:615191	lissencephaly	No	MGI:5705248					0.37
OMIM:615191	lissencephaly	No	MGI:96257	perlecan (heparan sulfate proteoglycan 2)	15530	Chr4 69.93 cM		0.36
OMIM:615197	restless legs syndrome	No	MGI:1918771	PDS5 cohesin associated factor A	71521	Chr5 33.76 cM		0.83
OMIM:615197	restless legs syndrome	No	MGI:107570	caveolin 3	12391	Chr6 52.26 cM		0.8
OMIM:615197	restless legs syndrome	No	MGI:1194883	cone-rod homeobox	12951	Chr7 8.6 cM		0.79
OMIM:615197	restless legs syndrome	No	MGI:2670664					0.78
OMIM:615197	restless legs syndrome	No	MGI:1926033	bromodomain and PHD finger containing, 1	78783	Chr6 52.75 cM		0.75
OMIM:615197	restless legs syndrome	No	MGI:3510602					0.73
OMIM:615197	restless legs syndrome	No	MGI:99846	guanosine diphosphate (GDP) dissociation inhibitor 1	14567	ChrX 37.97 cM		0.72
OMIM:615197	restless legs syndrome	No	MGI:3522243					0.71
OMIM:615197	restless legs syndrome	No	MGI:1888984	T-box 21	57765	Chr11 60.95 cM		0.7
OMIM:615197	restless legs syndrome	No	MGI:88613	cysteine rich protein 61	16007	Chr3 70.18 cM		0.69
OMIM:615197	restless legs syndrome	No	MGI:5428680					0.68
OMIM:615197	restless legs syndrome	No	MGI:2153465	barttin CLCNK type accessory beta subunit	140475	Chr4 49.67 cM		0.62
OMIM:615197	restless legs syndrome	No	MGI:5431990					0.6
OMIM:615197	restless legs syndrome	No	MGI:5604886					0.53
OMIM:615197	restless legs syndrome	No	MGI:104663	leptin	16846	Chr6 12.3 cM		0.45
OMIM:615197	restless legs syndrome	No	MGI:99915	laminin, beta 3	16780	Chr1 97.71 cM		0.44
OMIM:615219	hydrocephalus	No	MGI:3809573					0.84
OMIM:615219	hydrocephalus	No	MGI:94885	desmin	13346	Chr1 38.85 cM		0.83
OMIM:615219	hydrocephalus	No	MGI:5908458					0.82
OMIM:615219	hydrocephalus	No	MGI:109583	phosphatase and tensin homolog	19211	Chr19 28.14 cM		0.81
OMIM:615219	hydrocephalus	No	MGI:1891221	cartilage associated protein	56693	Chr9 64.39 cM		0.8
OMIM:615219	hydrocephalus	No	MGI:97473	phenylalanine hydroxylase	18478	Chr10 43.64 cM		0.79
OMIM:615219	hydrocephalus	No	MGI:95499	Fc receptor, IgG, low affinity IIb	14130	Chr1 78.02 cM		0.78
OMIM:615219	hydrocephalus	No	MGI:4452495					0.77
OMIM:615219	hydrocephalus	No	MGI:5581487					0.76
OMIM:615219	hydrocephalus	No	MGI:2447586	fukutin related protein	243853	Chr7 9.15 cM		0.75
OMIM:615219	hydrocephalus	No	MGI:108083	potassium voltage-gated channel, subfamily Q, member 1	16535	Chr7 88.12 cM		0.74
OMIM:615219	hydrocephalus	No	MGI:1101357	endothelin converting enzyme 1	230857	Chr4 70.02 cM		0.73
OMIM:615219	hydrocephalus	No	MGI:5317860					0.72
OMIM:615219	hydrocephalus	No	MGI:102541	T-box 5	21388	Chr5 60.42 cM		0.71
OMIM:615219	hydrocephalus	No	MGI:99150	YY1 transcription factor	22632	Chr12 59.58 cM		0.7
OMIM:615219	hydrocephalus	No	MGI:3052552					0.69
OMIM:615219	hydrocephalus	No	MGI:1935147	AT rich interactive domain 1A (SWI-like)	93760	Chr4 66.25 cM		0.68
OMIM:615219	hydrocephalus	No	MGI:3850846					0.67
OMIM:615219	hydrocephalus	No	MGI:5553462					0.66
OMIM:615219	hydrocephalus	No	MGI:88467	collagen, type I, alpha 1	12842	Chr11 59.01 cM		0.65
OMIM:615219	hydrocephalus	No	MGI:2444576	kinesin family member 20B	240641	Chr19 29.79 cM		0.64
OMIM:615219	hydrocephalus	No	MGI:96224	Harvey rat sarcoma virus oncogene	15461	Chr7 86.48 cM		0.63
OMIM:615219	hydrocephalus	No	MGI:99673	adenylate cyclase 5	224129	Chr16 24.71 cM		0.61
OMIM:615219	hydrocephalus	No	MGI:5491174					0.6
OMIM:615219	hydrocephalus	No	MGI:98729	transforming growth factor, beta receptor II	21813	Chr9 68.39 cM		0.59
OMIM:615219	hydrocephalus	No	MGI:95543	FK506 binding protein 4	14228	Chr6 63 cM		0.58
OMIM:615219	hydrocephalus	No	MGI:5577177					0.57
OMIM:615219	hydrocephalus	No	MGI:3510628					0.56
OMIM:615219	hydrocephalus	No	MGI:1858224	carbohydrate (chondroitin 6/keratan) sulfotransferase 3	53374	Chr10 29.7 cM		0.55
OMIM:615219	hydrocephalus	No	MGI:98266	sorbitol dehydrogenase	20322	Chr2 60.59 cM		0.54
OMIM:615219	hydrocephalus	No	MGI:4360911					0.53
OMIM:615219	hydrocephalus	No	MGI:2448181					0.52
OMIM:615219	hydrocephalus	No	MGI:1891158	T-box 19	83993	Chr1 72.47 cM		0.5
OMIM:615219	hydrocephalus	No	MGI:5491174					0.49
OMIM:615219	hydrocephalus	No	MGI:98834	transformation related protein 53	22059	Chr11 42.83 cM		0.48
OMIM:615219	hydrocephalus	No	MGI:2385368	Fraser extracellular matrix complex subunit 1	231470	Chr5 47.29 cM		0.46
OMIM:615219	hydrocephalus	No	MGI:2388171					0.45
OMIM:615219	hydrocephalus	No	MGI:2446176	eukaryotic translation initiation factor 2B, subunit 5 epsilon	224045	Chr16 12.45 cM		0.44
OMIM:615219	hydrocephalus	No	MGI:2444672	MAP-kinase activating death domain	228355	Chr2 50.46 cM		0.43
OMIM:615219	hydrocephalus	No	MGI:2673317					0.42
OMIM:615219	hydrocephalus	No	MGI:5630055					0.41
OMIM:615219	hydrocephalus	No	MGI:1890508	zinc metallopeptidase, STE24	230709	Chr4 56.8 cM		0.4
OMIM:615219	hydrocephalus	No	MGI:1889549	thioredoxin interacting protein	56338	Chr3 41.93 cM		0.39
OMIM:615219	hydrocephalus	No	MGI:5465568					0.38
